sort,season,name,description,GDlng,Gdlat
9,SH6,SH6-襄阳公园,LEG3RB：沙画。\n史诗级BUG任务。,121.4569301,31.21707877
9,SH6,SH6-太平桥公园,LEG3PS，LEG4起点。,121.4772029,31.21958294
9,SH6,SH6-国歌纪念广场,LEG4DT：极速前进英语听力/冲刺中国知识题。,121.5145267,31.25768947
9,SH6,SH6-广电大厦门口雕塑,LEG2PS，LEG3起点。,121.4649262,31.23066734
9,SH6,SH6-静安寺梵柱,LEG3RI,121.4455167,31.22294911
9,SH6,SH6-蔡元培故居,LEG3DT：翻译/翻书,121.44713,31.21895958
9,SH6,SH6-川北绿地,LEG4RB：谁更爱红歌？,121.4851581,31.25499853
9,SH6,SH6-东方之光,LEG1三岔DT：做推理题。,121.5387665,31.22268583
9,SH6,SH6-五角场,SH6终点。PK：快速购物。最终任务：选手印象（同SH5）。,121.5158294,31.29986467
9,SH6,SH6-世纪公园,LEG1三岔DT：数国旗。,121.5463605,31.21732354
9,SH6,SH6-上海科技馆,SH6起点，ICS曾来拍摄城市飞奔介绍短片,121.5419624,31.21777427
9,SH6,SH6-上海新七浦服装市场,"LEG4RI：在服装市场内找到4个戴着""雪花啤酒""头巾的工作人员，分别从他们手中获得四张印有不同汉字的卡片，将卡片排列正确后即可获知下一个目的地",121.4818024,31.24553772
9,SH6,SH6-蔡元培故居,DETOUR：在书房中找指定的书/翻译打字机密码,121.4470142,31.21902777
10,SH7,SH7-复兴公园,SH7起点。Starting line task：从1000只千纸鹤中找到符合要求的，反折纸鹤并读出上面的字。,121.4693598,31.21739984
10,SH7,SH7-新天地站,LEG1RB：解五笔。群众纷纷抱团。,121.4748965,31.21503388
10,SH7,SH7-日月光,LEG1PS，LEG2起点。小呆无比偏好。,121.4686001,31.20580981
10,SH7,SH7-徐家汇公园,LEG2RI，突然死亡一组联合队伍后解除联合。\nLEG2PS。,121.4427054,31.19728003
10,SH7,SH7-衡山公园,LEG2RB：谁有好的听力和记忆力？\n请听一段文字复述给工作人员。,121.4424755,31.20030665
10,SH7,SH7-衡山电影院,LEG2DT：The Amazing Race：请使用工作人员的提供的iphone手机，完成一局五赛段的TAR游戏。如中途被淘汰请重新再来。\nChina Rush：在给出的50个城市中找到CR2的比赛城市，并按顺序依次排列,121.4404953,31.1973075
10,SH7,SH7-上海玫瑰花园,LEG4RB：路障：谁准备好疯狂一回？\n请找到花园里的3位工作人员，从他们手中分别拿2张卡片，每张卡片都有2个字母，请使用其中的任意一个字母，拼出一个长度为6字母的单词。若觉得卡片不合适可以找工作人员兑换，但一次只能换一张，且不能和同一位工作人员连续换2次。,121.4509796,31.22625033
10,SH7,SH7-友谊会堂,LEG4PS，LEG5起点。小呆开创了CRP线索藏字的先河，坑死一大片选手。,121.4523459,31.2256633
10,SH7,SH7-静安商城,LEG5RI：请仔细查看给出的纸，上面有5条曾经在比赛中出现的线索，但被稍作改动，请找出其中3条的错误地方，划出并改正,121.4520616,31.22655402
10,SH7,SH7-静安雕塑公园,LEG5RI：请回顾赛程，写出包括自己在内三组选手的各赛段排名。,121.4644601,31.23498896
10,SH7,SH7-新天地6号口,LEG1危险带：滚铁环绕马当路一圈。然而6号口被拆除了。,121.4746974,31.21657992
10,SH7,SH7-光启公园,联合点。\nRI：找到百年老树得知树龄，并吃下榴莲糖。,121.4348106,31.18911175
10,SH7,SH7-交通大学,分支任务：联合队每队1人完成任务。\n休闲：完成只字片语游戏，获得5张卡片\n运动：跑操场一圈跳100个绳,121.4353265,31.19732124
10,SH7,SH7-人民公园,LEG3DT，全神贯注：请完成一幅东风日产汽车的拼图\n四处搜寻：给出三个关键词，小飞机，锻炼处，哈根达斯，请在这三个点使用工作人员相机进行拍摄。,121.4728557,31.2306983
10,SH7,SH7-五卅运动纪念碑,LEG3RB：谁最观察仔细\n请看一段ICS引荐CRP的视频，并回答相关问题，打错一题罚时5分钟,121.4732422,31.23389168
10,SH7,SH7-南京路大屏幕,LEG3PS，LEG4起点。,121.4788655,31.23546537
10,SH7,SH7-静安公园,LEG4RB：谁准备好活动双脚了？\n请跟着吉他学一段踢踏舞，获得老师的肯定后即可获得下一条线索。,121.4468551,31.22183135
10,SH7,SH7-大宁国际商业广场,SH7终点。,121.4526039,31.27377944
10,SH7,SH7-和平饭店,,121.4893382,31.23898369
11,SH8,SH8-外滩天文台,LEG2RI：吃个巧克力~\nLEG2DT选择点。,121.4922698,31.23316111
11,SH8,SH8-陈毅塑像,LEG2RB：单人挑战：谁更了解上海风情？ \n用上海话回答几个问题,121.4903907,31.23910487
11,SH8,SH8-353广场,LEG2PS、LEG3起点。位于南京东路353号而得名。,121.4840299,31.23651959
11,SH8,SH8-四川北路绿地,LEG3DT：real puzzle，拼两幅真的拼图。,121.4851581,31.25499853
11,SH8,SH8-虹口大剧院遗址,LEG3DT：word puzzle\n找到这里并找到一个答案。,121.4869203,31.25070994
11,SH8,SH8-宝山路站,LEG3假PS。,121.4764925,31.25158337
11,SH8,SH8-四川北路街道运动场,LEG3回转点。,121.4803862,31.25368393
11,SH8,SH8-昌化路桥,LEG3联合点，分支任务点。,121.4439098,31.24968972
11,SH8,SH8-梦清园,LEG3分支任务：扯铃。,121.44046,31.25101953
11,SH8,SH8-M50艺术园区,LEG3分支任务：找线索。,121.4491574,31.24750171
11,SH8,SH8-长寿公园,LEG3RB：解解环,121.4397599,31.2433999
11,SH8,SH8-天目西路恒丰路,LEG3PS，LEG4起点。PK：蒙眼指挥。,121.4540855,31.246073
11,SH8,SH8-凯桥绿地,LEG4RB：谁是吃货？\n挑出之前吃过的巧克力。,121.4182014,31.20989887
11,SH8,SH8-长宁国际体操中心,LEG4DT：\n近距离接触：请两位选手夹一只乒乓球上台阶，并使乒乓球落入指定容器。期间不得用手接触乒乓球，夹带成功即可获得下一条线索。 \n\n远距离瞄准：请选手进行弓箭射击，要求每位选手各要将一支箭射在规定区域内，可获得下一条线索。,121.4135848,31.21356878
11,SH8,SH8-陆家嘴中心绿地,SH8起点。LEG1RB：谁了解万有引力？\n用p e q a p l x v e t中部分字母拼单词。 \n（这不是苹果姐想出来的？）,121.5060563,31.23818081
11,SH8,SH8-陆家嘴苹果专卖店,LEG1RI。,121.5012496,31.23755013
11,SH8,SH8-滨江公园,LEG1RI：双人单手合作折小船。,121.4957803,31.23640992
11,SH8,SH8-东昌路渡口,LEG1PS，LEG2起点。,121.5032203,31.23011036
11,SH8,SH8-上海市档案馆外滩新馆,LEG2DT：Search Image：使用机器找到五张照片对应的建筑名称。\n一座本应很美丽的档案馆，可以在里面控制楼顶的摄像头俯览外滩两岸美景，但不知为何，每次CRP去这里的时候摄像头都在维修中，显得十分野鸡。,121.4923864,31.23240495
11,SH8,SH8-外滩观景平台,LEG2DT：Search  racer：由于摄像机坏了选手只能在这附近寻找LEG1淘汰选手。,121.4909372,31.24066097
11,SH8,SH8-四川北路站1号口,LEG3DT选择点。,121.484524,31.2525683
11,SH8,SH8-中山公园,SH8终点。PK：两人三足+乒乓平衡。\n决赛任务：任务重演,121.4208707,31.21999937
12,YD3,YD3-铁哥们机器人主题公园,一座神奇的工厂，适合亲子同行。\nLEG3RI：参观记忆、巨大弹弓、制作铁丝人。,120.7752304,30.73307997
12,YD3,YD3-上海体育场,YD3起点。Starting line task：奥运体育甲骨文记忆。,121.4406202,31.18189491
12,YD3,YD3-漕溪公园,LEG1DT：射箭/走鹅卵石。,121.4361899,31.17202986
12,YD3,YD3-上海图书馆,"LEG1RI。""你知道附近有裸男吗？""",121.4448399,31.20784931
12,YD3,YD3-辛亥革命烈士纪念墙,LEG1RI。,120.761321,30.76540996
12,YD3,YD3-月河历史街区,LEG1RB：谁饿了？吃两个粽子吧。反正我没饿,120.749818,30.77094228
12,YD3,YD3-望吴楼,LEG1PS，LEG2起点。,120.7532696,30.77110748
